data,datetime_registro,id_registro,id_veiculo,servico,link_foto,validacao,datetime_captura,versao
2024-02-16,2024-02-16 19:57:58,"\x271\xFB\xEA\xAE\xCD\xD8\xE7<\xBDX\xB6\xFF b+\x18\x8F#\xCC\xDB\x84\xB6\xB58\xD8\xF4T\xC0\xDF4\xC4",D17116,825,https://drive.google.com/open?id=1G-JmRWxoJv4Gbyar9wDlhzKhMqju4tI3,true,2024-02-17 07:00:00,d4c30d7fce901e3cac48c8a530b5a2ad102b2522
2024-01-25,2024-01-25 10:21:35,\xFE\xDE\x0B\xE4ct%p`\xA8Xi!\xFC\x1C\xDF\x1Dn \xE7lpK\x81~\xAFK\x82=%4\x14,C47539,361,https://drive.google.com/open?id=1ihqWWeZWFVCYPe2yYqhCFR4amuvi0UEn,true,2024-01-26 07:00:00,12e121fb8a5be39f1e75301db63bd6de97ddd628
2024-01-25,2024-01-25 11:02:42,"\xAEo\x9A\x0D\x09:e\xC2\x1DD\x1B0\xD3\x95\xE8e\x9A\xA752\xF7\xDC#(\xC0\xD3\x0F\x9F\x1C\xD7%\x1B",D53523,369,https://drive.google.com/open?id=1Yj1_y9JeUxap7Sv0mE4UPV_gNoC8GQaU,true,2024-01-26 07:00:00,12e121fb8a5be39f1e75301db63bd6de97ddd628
2024-01-25,2024-01-25 10:18:35,27\x03\x0D\xC0gP|D\xFAoT\xC6\xE3\xFD\xB2\xA2\x22\xC6\xD6D\xE5\xEFn\x06\xB8\xE1\x90X\xD5\x99\x7F,C30222,565,https://drive.google.com/open?id=1MjeJDNe95Lr6Pt2igbj2jiflljBQhPjk,true,2024-01-26 07:00:00,12e121fb8a5be39f1e75301db63bd6de97ddd628
2024-01-25,2024-01-25 10:24:06,\x98\xBC\xEDq\x10\xEF\x06\xF7C\x01k\x92\xFD\x04\xDD\x93\x0B/\x81A\xA6\xFC\xF9k\xF9\xB0\xF8\x96\xA4\x7Fy\xB3,C30333,565,https://drive.google.com/open?id=1Ewkr0gTMAxPOSDejMmNyJxELbflfSm-H,true,2024-01-26 07:00:00,12e121fb8a5be39f1e75301db63bd6de97ddd628
2024-01-25,2024-01-25 09:44:46,"\x8E\xA3\xB0\xD1N\x84\xD9\xF8/3\xD2\xBB=E,\xB2o.\x97\xC5\xACN\xA1JST\x05\xF20\x8CO\xDA",C47493,614,https://drive.google.com/open?id=1-ip71sD0-1lEEnV5EVkA3wuHLtt5YQUG,true,2024-01-26 07:00:00,12e121fb8a5be39f1e75301db63bd6de97ddd628
2024-01-25,2024-01-25 09:48:30,\x03)\x8A\xE6\x06\x18\x183\x97\x89\xB1\xC3\x00\xDE\x13\x9A\x95\x9EF8\x93{6B\xA9\x00x[\xBF\x9C\xB7\xEE,A72012,693,https://drive.google.com/open?id=1Dj-3ZpqK-NwP3qcDv991fD6YEo6BezRW,true,2024-01-26 07:00:00,12e121fb8a5be39f1e75301db63bd6de97ddd628
2024-01-25,2024-01-25 13:38:10,\xD7i\xD2\x1DJzD\x10_\xDD\xFD\x1A\x03iZS\xE9I\xBD%BO\xB3\xE7\x96\xC6\xEA/>=J\xFF,D17172,771,https://drive.google.com/open?id=16HPy_wott77XONnEvdip7TUvIBoipYgc,true,2024-01-26 07:00:00,12e121fb8a5be39f1e75301db63bd6de97ddd628
2024-01-25,2024-01-25 09:41:47,\xCD\x89+\xA2\x81\xA3^a\xF3c\x88-0\x05\xEC\xA4G\xAD\xB3\x14U;\x88\x9Aj\x8F\xE9\xB2\x7F\x04vm,C47486,863,https://drive.google.com/open?id=1i3mjQti3WHC9Je-8LmgRBTicq0wzYts4,true,2024-01-26 07:00:00,12e121fb8a5be39f1e75301db63bd6de97ddd628
2024-01-25,2024-01-25 09:52:46,\x0F\x1B^\xCDk\xF46\xBF\x8B\x22\xF0~Y\x0D\x9D\x0E\xE3\x90\xBB%\x0E5i\x01\x9C\xF1\x9C\x90\x9D\xBD\x13a,C30369,900,https://drive.google.com/open?id=11PfpBYR_MgDOxzM6Ee63YMhaQl3BQWL_,true,2024-01-26 07:00:00,12e121fb8a5be39f1e75301db63bd6de97ddd628
2024-04-30,2024-04-30 15:37:08,\xE2yWg\x185M\x5C:\x81\x8A\x7F\xE6\xA0\x95\xF8\xF7\xB6]\xAA\xD3\x9B(\xFF\xCE\xFA00\xDDp2\x0B,D17111,770,https://drive.google.com/open?id=1S51q_spaoLWxT4Ir3q-zpUCpJA6efkl-,true,2024-05-01 07:01:00,3392b6f9ba3e734a2df27c4731336bc01f51bf12
2025-01-10,2025-01-10 22:19:24,"Dh\xDA<@\x0B\x1FB\xE1r\x84\x09w,i\xED/\x0B\xEE\xDC\xB5\x059\x8C\x87\xE8\xDE\xDE\xC4Z^\xFC",D53518,788,https://drive.google.com/open?id=1VVF_N6-Nplrd6BLRWKJHFtKvBZrUUY-r,true,2025-01-11 07:01:00,76a9e78183fb16ff2864670f49522feaa2bf2e4b
2024-02-27,2024-02-27 15:38:32,\xEDr\x94c]\x89\x80\xEB\xB5+\xA1<\xF2\xBF\xE8\xA8\xD1!p\x0B;\x1D+\xED\xEC\xBA\xDF\xF6\xB9\x17\xB2\x94,A48035,426,https://drive.google.com/open?id=1rLzSYHJRZcp_gGUSmmaZAtIRSyT8nhvL,true,2024-02-28 07:00:00,db174814a4276b0e323a0ceaafeeac6fdf4fb705
2024-04-16,2024-04-16 15:50:54,\x5C\xA8\xA3/\x88B\xF3\xD8\xE9\xDB\x1C\xF6\xBF\xDD\x08\x87\xC5\x194\xABWx\xC7j{\x9C\xA4\xCD.\x915c,D86339,864,https://drive.google.com/open?id=1squ7R81uEJLRS-rGEwddzxIQVipi2UUQ,true,2024-04-17 07:00:00,252835d00bab1cc34cf89e994575f73398f7c7b7
2024-03-05,2024-03-05 08:45:43,\xFC\xD3k\x85Y1\x8B\xA2\xD7\xA3D\x05`\xB8u\x107Sj\x5C\x18\x83\xD0\xA2)\x27\xCEW}\x9Ep_,D13507,753,https://drive.google.com/open?id=11VT5p8ZAOS9zdlgPcVvIiI1zoBxUj1yg,true,2024-03-06 07:00:00,7e6c539e0019bad785e002b9c696cf13f07a6c11
2024-04-11,2024-04-11 09:29:26,\xE6%G\x14\x19\x0Fgq\xAD\xF4\x9A\xA8`\x86!/\x96l\x81p\xFAU\x86\xE2W\xA9>\x9EU\xA9\xE6 ,D13239,753,https://drive.google.com/open?id=1OARsTNPrmfIIKzr1__LuQHVec106JBpA,true,2024-04-12 07:01:00,ee9ea4f58690d3745063cea45a13196a091e547a
2024-04-11,2024-04-11 16:02:47,Dqz\xBE\x0A%\xE7\x91\xCF\xF1+\xC3mj\x13\xB2\xF3DT0\x91\x19\xE3\x8A\xBF\xCB\xD2\x9A\xCC1\xD8\xC2,D17084,796,https://drive.google.com/open?id=1fvA-J06hGLaxXtA95soD8nawZUyKbM96,true,2024-04-12 07:01:00,ee9ea4f58690d3745063cea45a13196a091e547a
2024-04-11,2024-04-11 16:21:09,\xC1Vf\x81t\x0E\x14\x03C\xC6\xD0\x15\x97\x1A8|\xE65s{\x84\x8Bt\xD5\x0E\xCF9\xAEk\xAF;/,C44554,783,https://drive.google.com/open?id=1gGJM20dUhfzB_TA2-CDuLiM_AKDAPemv,true,2024-04-12 07:01:00,ee9ea4f58690d3745063cea45a13196a091e547a
2024-04-11,2024-04-11 16:41:54,p%N\xE0\xAFxI\x9BXe\xEC\x00\xDC\x8F\xF4\xF6\xD9\xE1\xB4\x9C\xA9\xB1\xA9\x19\xC2<42\xDD\xE9;\xD2,D17100,798,https://drive.google.com/open?id=1dDhwSdNrZVSWYTU-Y884Dm9_jGC9Vs6e,true,2024-04-12 07:01:00,ee9ea4f58690d3745063cea45a13196a091e547a
2024-04-11,2024-04-11 16:44:07,"\xAD~#p\xBDC\xB80\x0E$M\x9F\x19\x17\xD8\x04\xAF[\xD5<\xBE\xA5\xEF\xF6\xEA/\xE2\xFDX\xEC7\x1B",D53523,788,https://drive.google.com/open?id=1EJAgm8lT76WhC9KXtR9A67OvoVFxgVQL,true,2024-04-12 07:01:00,ee9ea4f58690d3745063cea45a13196a091e547a
2024-04-11,2024-04-11 18:10:18,\x1A]\xC3\x0B\x02\x96\xA2\x81\x94\xC1/\xCE\x815\xB6\xFE\xB4)dj?r\xD2A\x5C\xA4\xBA\x1B\xAB\xAF\x91\x95,D53668,788,https://drive.google.com/open?id=1wtpRNmXZOCucYw2aQUICVg4jXpyfEOpu,true,2024-04-12 07:01:00,ee9ea4f58690d3745063cea45a13196a091e547a
2024-04-11,2024-04-11 16:25:38,m\xA9khY\xE0\xD6!\x013\xC1\xE27c\xB6\x0D\x94\x0FH\xFBb\xBF\xE3\xAD\x8D\x15\xE2y]\xCC;\xA6,D53556,788,https://drive.google.com/open?id=1OYiApILssNtsoQjSsLBsTDWWPU4zNSu4,true,2024-04-12 07:01:00,ee9ea4f58690d3745063cea45a13196a091e547a
2024-04-11,2024-04-11 17:33:55,`\x96*\xB3K\x07\xC4\xE7\x0E\xA1\xF0\xAF\x9A\x06\xB8\xC9\x92\x98U0\xFA\xFE\xD7\x04\x8F\x9A>\xEA\xE8\xFF\x8C\xA1,D86224,851,https://drive.google.com/open?id=1jjb4zzNLQ5Pu59yYad1pJVM3ZYDUHs9F,true,2024-04-12 07:01:00,ee9ea4f58690d3745063cea45a13196a091e547a
2024-03-07,2024-03-07 19:29:05,-\xAD\xCD\x7F\xFB\xE1[n\xEA\xE4\xEA\xDA\xD7\xF2\x0B\x27r\x90\xFB9\xDB\x15\x8E3\xE3\xAF\x03\x8D\x93\xD9%\xB4,C50110,301,https://drive.google.com/open?id=1t69yJkKaE25gqWkz1UKj3KY9IaCdXQyu,true,2024-03-08 07:02:00,cff6b6680628d6addf7ddc09c0a0a154835e0ffe
2024-02-09,2024-02-09 00:55:55,!\xA2\x1E\xB4*`\xA3\xDC\xC9\xA3\x85\x91\x0D !M\xD5\xEF\xB4\x1BC\xB5o\xD9\x87.\xF7w\xEDS\xA37,C27028,629,https://drive.google.com/open?id=1k4DfF_w9ZcGGsl0B8I29nKeQw0PLwU_E,true,2024-02-09 07:00:00,cf12cd4987f3784ed63a7d93768096adf1e38d7d
2024-01-31,2024-01-31 11:37:02,\x07_R\x03\xDF\x0A\xDEi\x5C>\xE4\x92$\xDC\xF1%\x0CO! \x07\xD1\xBD\x8E\xFA\x89\x005\xB2:\x97\xD0,A27567,439,https://drive.google.com/open?id=1KZaQI9ONCjvTeJP3XYLPxWzMai-hPqH2,true,2024-02-01 07:00:00,89699d65d9993158bef8b9b6476c2dd66558b57b
2024-01-31,2024-01-31 11:06:59,\xD7\xFCQZZ.\xE6\x11\x95\xC2\x98\xA9\x06\xFF\x81\x84\xCB\x1D\x9A\xEF\xAC:\xE1k\xADf\xDC\x19\x81\x09\x85\xDF,A41006,110,https://drive.google.com/open?id=1xhqC82CAF3RqemGCon_OANJaIe6jcAYG,true,2024-02-01 07:00:00,89699d65d9993158bef8b9b6476c2dd66558b57b
2024-01-31,2024-01-31 11:31:04,\xF8\xEA\x0A\x00\xBB\xDC\x88\xCD\xFBT\xC5\x0D+b\x1CJ\x120\x93\xD1\x89=\x10\x9F2\xF4$\xBB\xED\xCD\x1B*,A41453,110,https://drive.google.com/open?id=14GYTHY14supZz27jHQ4fazM5AGGrZG2c,true,2024-02-01 07:00:00,89699d65d9993158bef8b9b6476c2dd66558b57b
2024-01-31,2024-01-31 11:37:53,"\xDD\xAF\xF3\x0F\x95\x93\x8D\x0A0\xA4\xD0\x864\xA1E\xA5\x18\x9C\x27\x9D\x10\xC3\x92\xE4\x97\xB9,\x82\x95}\xF2\x13",A41456,112,https://drive.google.com/open?id=1oB1KlhYKtpsFNb8edIBQw787yYV3htOB,true,2024-02-01 07:00:00,89699d65d9993158bef8b9b6476c2dd66558b57b
2024-01-31,2024-01-31 10:02:43,"\xCE\x99Z\xA5\xDA\xA43\x07\x1D\xAB\xB1\xC8k\x22\xCD,\xB0\xDA\xAD 2\xE9;/\xE1\xC92R6\x01\xF0q",A71570,416,https://drive.google.com/open?id=12yBe7gYAZI82w4jCg-X1Z5SNeEbra_VK,true,2024-02-01 07:00:00,89699d65d9993158bef8b9b6476c2dd66558b57b
2024-01-31,2024-01-31 11:01:13,Dr\x8E\x9Ca\xCF\xE6d\xE8\xAE\xA3+\xE4\xE3\xED\x9D\xF5\x7F\x06]z\xE9\x05\xB8~\xE3{_\x83.\x0D\x10,A71570,416,https://drive.google.com/open?id=1mEKHOZwEWCo8-m7hPMY0kRllgL2V_ykd,true,2024-02-01 07:00:00,89699d65d9993158bef8b9b6476c2dd66558b57b
2024-01-31,2024-01-31 20:33:53,~\xA1V\xC7PF\xE2\xEA\xF5\xD0q\xD8T\xD9\x00:\xB3(v\xD9S\xF3\xC5;{6\x82\xE8\x9FA\xC9h,D13508,753,https://drive.google.com/open?id=1Cn8brb2E3B47cYkRP6YKh27oByCGi4vn,true,2024-02-01 07:00:00,89699d65d9993158bef8b9b6476c2dd66558b57b
2024-01-31,2024-01-31 14:08:50,N\x87\xF8\xD7k\x86\xA6dI\x9C\x9BX\xD3\x85\xCE1\xCCa\x0F\xBF\x14/(\x82\xFFF\xE3\x88d\x95lJ,D53625,SR388,https://drive.google.com/open?id=1KTaEUifMLLoOBV0eyh56XUIekGpm5o5J,true,2024-02-01 07:00:00,89699d65d9993158bef8b9b6476c2dd66558b57b
2024-02-07,2024-02-07 19:51:49,B1\xA6\x02\xDF\x0E&\x157!\x97\x8AGY\x05<c\x1C\xAA\x81\x1Cn\xE1\xD3\xD1\xC7\xB8\xD5rK\xBD\x15,C30109,954,https://drive.google.com/open?id=11XGi_r4bVj9N61BDXvs01Wy0S15EQKjE,true,2024-02-08 07:00:00,1002b3eb3799b68e4ca7d7334830ac9e5f01cfad
2024-02-07,2024-02-07 19:40:10,\xEF\x1B\x09\xAD\xB4;\xFA\xE1?\x0Da\xE4P\x87~jL\xFC\xC3\x18M\xEDQME\x7FY\xDFp \x17\x18,C47747,554,https://drive.google.com/open?id=1K9MYMm9nLjSxc-6Ki350VXkONvaGeU-R,true,2024-02-08 07:00:00,1002b3eb3799b68e4ca7d7334830ac9e5f01cfad
2025-03-28,2025-03-28 10:11:57,\x10\xCC\xC8\xA9\xCBW(\xC1>\x8D\xB2\x5C\x92\xEE\xBE\x18\xAF\xAA\xD9\xAEx\x8DHU9\x8Bs+\x88\xD6\xDF\xE6,D17027,770,https://drive.google.com/open?id=1013mmifd3TL_wbj7xPdh7J0VzBbXj9RT,true,2025-03-29 07:02:00,6ed51a279d712a5fa7b1414383bd7d717dcc3180
2025-03-28,2025-03-28 20:57:08,\x04x\xC5\x09@)\xBD\x07O?\x0B:q<oWF\xACo\xCD\x96q\xD0\xF3\x95\x0EK_l:\xB3\xD5,D17071,825,https://drive.google.com/open?id=14Sxs9HXCfyr_0fiPEtUR62kYvQu3oVI0,true,2025-03-29 07:02:00,6ed51a279d712a5fa7b1414383bd7d717dcc3180
2024-06-05,2024-06-05 21:43:53,Q\xAA\x8D5_\x09a!\xD5\xF3\x8FN\xFC5\x99}-y\x18-\xE6\x90\x00\x0D\xACK\x14\xCFj\xA1by,D17038,825,https://drive.google.com/open?id=1sGNArbSI9zi5zFysj5x_m6Lkjmgon-_W,true,2024-06-06 07:00:00,7ee9b89e4c11194700ba392d52b35401f8e01ed1
2024-09-22,2024-09-22 22:34:06,\x10~\x8F\xFES<\xF7R\x18\x83(\xB1n\xE0!3\x8A\x8A\x87x\xABK\xCE:\xA5\x1B\xE3`\xC4\x00\xD8\xD2,D13016,753,https://drive.google.com/open?id=1U8etjL1fyH51OpWBDHQw9NaidY84hY1o,true,2024-09-23 07:00:00,e0cfb90b56a5af2fdf409151bc2d77cafd0c72b1
2024-03-21,2024-03-21 18:57:17,\xA6\xA2\xC0\x98\x99\xDAc\xBF\x5CDf\x88\x11\xEC%\x9CQ\xCBY\x19\x8Bg-zyj\xC0\x95U\xD9\xF4\x8A,C50075,301,https://drive.google.com/open?id=1tn_3NtR0XmEPjvKdBBznvALyFdVpnMwG,true,2024-03-22 07:00:00,0999b0e6e75c26ef67c64a750dbc653165f8629f
2025-03-20,2025-03-20 20:24:18,\xB7\xCA8`\x07M\xED\xC5<6\xC044\xB8zV\xE4\x91\xBE\xF6\xF8\xFA\x17K>\x08zkX\xAAU\xA4,C44607,355,https://drive.google.com/open?id=1Uj_edROtpu5CkxoxcYXgCWwEtO2uxigI,true,2026-03-10 07:00:00,5d6ba3193f5d93ba8aa3bb4277ef03ccaac50665
2025-03-20,2025-03-20 20:24:55,",\x22K\xC8j:\xC6\xC0\xEF\xDF\xA0\x13\x83\xA8\x06\xA2\x0E\x02\xF5\x1AA\xD0\xFD\xFE\xDEl\x8C\x83\xF1w?\xC0",D17171,868,https://drive.google.com/open?id=13FLueboV7QhDXkFkDZv_Ta8sm4jZ49vy,true,2025-03-21 07:01:00,7b1b86d4380b00320a09664d6ac3313669dbe73a
2024-02-01,2024-02-01 15:41:36,3\xF0\x1F\xBE\xE0\x0FJ\x99|\xB9\xD9o\xC2>*\xE4\x18\x9B\xBEm*\xF8\x84RK\xACP\xAA\xF3\x92\xCF\xE5,C47674,368,https://drive.google.com/open?id=1c6Cr1489Xl4J3BvDnhTgmiWWfvtHJG9f,true,2024-02-02 07:00:00,89699d65d9993158bef8b9b6476c2dd66558b57b
2024-02-01,2024-02-01 22:21:03,\x15\xC5PF;\x1D\xF2X\xAE\xEB\x27M\x91\xE3\x8Ee\x19s\xEA\x03X\xB2\x91\xD1\x93\x92\xE8\x81kZr\xAC,D13033,753,https://drive.google.com/open?id=1cScmrsm0r_ql89BKxjWO03qQ3s43zCUi,true,2024-02-02 07:00:00,89699d65d9993158bef8b9b6476c2dd66558b57b
2024-02-01,2024-02-01 13:47:19,\x96=+\xE1|H\xCC<E\xA9Q\xB6\x09\x1C\xA4\x91X\x7F\x07\xDB\xD6\x09\xE3\x95\xE0\xB1\x9C$\xD4\xA6\xBC\xA0,D17172,771,https://drive.google.com/open?id=1wqHSlYzY6yowK6LAIPHb3TfoFQMwdV77,true,2024-02-02 07:00:00,89699d65d9993158bef8b9b6476c2dd66558b57b
2024-02-01,2024-02-01 09:25:00,\x14\x00\xB1w\x27LR\xA7\xCAQ\xEC<\x1C\xF1\xE6\x8B\x85@\xB6\x22\x1B\xB0\xF6\x8BJ\x9E\xB0JEw\x98^,A41188,112,https://drive.google.com/open?id=1WhdJNWOHrrWmLimHQpgHPafhmM1K2XOU,true,2024-02-02 07:00:00,89699d65d9993158bef8b9b6476c2dd66558b57b
2024-02-26,2024-02-26 18:08:32,"\xDE\xB6f\xCB\x07\xC4<\xCDb\x8B\xDE\xE5f#\x8F\xD5}-Q\xF4\x9C\x1C\xEDGv\xC6\xAC\x86\xBF\xF7\x8B\xFA",A29082,474,https://drive.google.com/open?id=1R7jAMEU0cvgCkmJ-lFsD0iY6zadXgSBz,true,2024-02-27 07:00:00,db174814a4276b0e323a0ceaafeeac6fdf4fb705
2024-02-26,2024-02-26 04:23:30,t\x96\x964n\xC9\xF6\xC56:d\xC4\x7Fr\xDBH\xA3\xC5C\xAB\x89\x0Ej\x84\x16PZ6\xAB\x87\xC2\x98,D53515,393,https://drive.google.com/open?id=1X5V2TQjOq4ts-UH3BCVLSRjPZPTEaHof,true,2024-02-26 07:00:00,7288752e04b322906bb1de5ca46673d847f237c5
2025-02-06,2025-02-06 19:01:52,\x06\x82\x97e\xA1\xCEx\x81&(X\xC8\x82Q\xBF8\xE8\xBFOY\xE6c\x15\xE2M\xFCp\x12\x01\x00\x93\x1D,C50090,301,https://drive.google.com/open?id=1Hh2-duivhe1IfkpaivtcNsRRq2IMQDiG,true,2025-02-07 07:01:00,41b4a1182faeb5598679966df355f39d48465044
2024-01-24,2024-01-24 17:16:34,"-\x9202G\xA7\x22\xC0\xD9B\xC3\x85\xFB,Lo}\xBDXB\xAFw_\x93\xFA\xDBT\xF3\xB7\x0D\xCF\xD6",C41382,315,https://drive.google.com/open?id=1RBtE6yKSsHj0sCi3_lf06yVaOuz9Czhu,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
2024-01-24,2024-01-24 09:20:33,\xE2\xCD\xE6\xAE\xCB\x0D.\x10\x89x\x87\xC7B\x95\xFF\xF8\xF2\x96\x06P/\x08\xBE\x0Au\xB6\xFF\xFB\x14\xF4YT,C47674,368,https://drive.google.com/open?id=1N3joTgAd9YGr-NxwHX95tQOBJ0osvyN4,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
2024-01-24,2024-01-24 09:54:20,*Q\xD3\x1Cw\xE9\xC1\xE2\xE9-E\xEB0\xB9\x0EPzX\xC3\xF5\xA1\xF5\xDBK\x0F(\xEB\x80\xD1M\x9E\xDD,D13055,383,https://drive.google.com/open?id=17kQUA-k75txg-T-T3ub_W56hKCRkwG70,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
2024-01-24,2024-01-24 09:18:06,h1o\x98t|A\xCB\xD6\x9A[\x15\xDD:\xDE\xB81Y\xCD\xFD\x96\x17T\xFB2\xBE5\xFD.\x02\x92\xB2,D13171,383,https://drive.google.com/open?id=1kahq64Fb4bBGUke6a2hiDPGXjy3kgUD2,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
2024-01-24,2024-01-24 09:15:05,\x9A\xD5R\x971n\xB2X\x94\xBC\xCD\x8C\xD1\x88\x0E\x07\xC4(\xEB\x00\x81\xB6g\x82\xDC;RlL\x13A<,C47646,390,https://drive.google.com/open?id=1whQxUjPYgj_rF8ibyRO7dfrLsGGNVrIO,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
2024-01-24,2024-01-24 09:21:51,)\x085y\xB1E\xAA]\xB2\xF8\x0Dj\x80\x91O\x0AC\x1C\xAC\xE7\x7F\xA8\x9A\xE3\xF8\x90(K|\x8A\x18\xF8,C47526,390,https://drive.google.com/open?id=15qr8Y4o9u7VPJG6jtUMiNaPwzQ37odxT,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
2024-01-24,2024-01-24 09:42:38,N--\xCAE\xF0\xA1A\xEC8\xCA\xCC\xF6H\x82\x96\x90\xB0\xA2|6U\x16\xE1\xE1\xE9\x0849H\x0E.,A27660,432,https://drive.google.com/open?id=1IgASSpxp7Dx45InNLMWoBaW0Hk98S7X3,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
2024-01-24,2024-01-24 09:30:41,"\xCA\x8E\x05M|\xEF{\xD7\xBCh\xC9\x0D+J\xAF\xF9\xC7B\xB6\xE2\xE754dY\x06\x1E\xD9,\xE5\xD5b",A27544,432,https://drive.google.com/open?id=13w8hH6hkTsBEMNQn-3mcPTxcJPMAqyxf,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
2024-01-24,2024-01-24 17:14:23,h\x5C\xEB\x9D6\x8B\xEE\xD1m\x9CJ9\xB2 \xD0\x9E]0\xE7%\xD9\x07\x09\xAB\x97\xF9\xF7gm\x1CaA,C30337,565,https://drive.google.com/open?id=1w29TvU7ju0tIPssZlXfCGoJXq2ANab6a,true,2024-01-25 07:00:00,50736cafc56c351900cf34fbb54056ccf4baff7c
